word,location,image,repetition,trialnum,condition,corrAns,image3,image2,image1,image6,image5,image4,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,forced_test_1_block.thisRepN,forced_test_1_block.thisTrialN,forced_test_1_block.thisN,forced_test_1_block.thisIndex,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,end_fam_block_key_resp.keys,end_fam_block_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,3,J.png,1,438,R,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,M.png,1,439,R,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,G.png,1,440,R,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,3,0.391985554714,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,A.png,1,441,R,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,M.png,1,442,R,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,M.png,1,443,R,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,H.png,1,444,R,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,K.png,1,445,R,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,B.png,1,446,R,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,J.png,1,447,R,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,F.png,1,448,R,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,F.png,1,449,R,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,H.png,1,450,R,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,L.png,1,451,R,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,K.png,1,452,R,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,L.png,1,453,R,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,D.png,1,454,R,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,K.png,1,455,R,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,B.png,1,456,R,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,None,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,37,433,S,,,,,,,,0,0,0,0,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,37,434,S,,,,,,,,0,1,1,1,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,37,435,S,,,,,,,,0,2,2,2,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,37,436,S,,,,,,,,0,3,3,3,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,37,437,S,,,,,,,,0,4,4,4,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,37,438,S,,,,,,,,0,5,5,5,,,,,,,,,,,,,3,0.467051823158,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,38,439,S,,,,,,,,0,6,6,6,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,38,440,S,,,,,,,,0,7,7,7,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,38,441,S,,,,,,,,0,8,8,8,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,37,442,S,,,,,,,,0,9,9,9,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,37,443,S,,,,,,,,0,10,10,10,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,37,444,S,,,,,,,,0,11,11,11,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,37,445,S,,,,,,,,0,12,12,12,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,37,446,S,,,,,,,,0,13,13,13,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,37,447,S,,,,,,,,0,14,14,14,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,39,448,S,,,,,,,,0,15,15,15,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,39,449,S,,,,,,,,0,16,16,16,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,39,450,S,,,,,,,,0,17,17,17,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,38,451,S,,,,,,,,0,18,18,18,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,38,452,S,,,,,,,,0,19,19,19,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,38,453,S,,,,,,,,0,20,20,20,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,38,454,S,,,,,,,,0,21,21,21,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,38,455,S,,,,,,,,0,22,22,22,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,38,456,S,,,,,,,,0,23,23,23,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,24,24,24,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,25,25,25,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,26,26,26,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,27,27,27,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,28,28,28,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,29,29,29,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,30,30,30,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,31,31,31,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,32,32,32,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,33,33,33,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,34,34,34,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,35,35,35,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,38,457,S,,,,,,,,0,36,36,36,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,38,458,S,,,,,,,,0,37,37,37,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,38,459,S,,,,,,,,0,38,38,38,,,,,,,,,,,,,3,0.375267342199,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,39,460,S,,,,,,,,0,39,39,39,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,39,461,S,,,,,,,,0,40,40,40,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,39,462,S,,,,,,,,0,41,41,41,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,40,463,S,,,,,,,,0,42,42,42,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,40,464,S,,,,,,,,0,43,43,43,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,40,465,S,,,,,,,,0,44,44,44,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,39,466,S,,,,,,,,0,45,45,45,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,39,467,S,,,,,,,,0,46,46,46,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,39,468,S,,,,,,,,0,47,47,47,,,,,,,,,,,,,3,0.433707558084,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,39,469,S,,,,,,,,0,48,48,48,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,39,470,S,,,,,,,,0,49,49,49,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,39,471,S,,,,,,,,0,50,50,50,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,40,472,S,,,,,,,,0,51,51,51,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,40,473,S,,,,,,,,0,52,52,52,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,40,474,S,,,,,,,,0,53,53,53,,,,,,,,,,,,,3,0.438976319041,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,40,475,S,,,,,,,,0,54,54,54,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,40,476,S,,,,,,,,0,55,55,55,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,40,477,S,,,,,,,,0,56,56,56,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,40,478,S,,,,,,,,0,57,57,57,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,40,479,S,,,,,,,,0,58,58,58,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,40,480,S,,,,,,,,0,59,59,59,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,41,481,S,,,,,,,,0,60,60,60,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,41,482,S,,,,,,,,0,61,61,61,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,41,483,S,,,,,,,,0,62,62,62,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,41,484,S,,,,,,,,0,63,63,63,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,41,485,S,,,,,,,,0,64,64,64,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,41,486,S,,,,,,,,0,65,65,65,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,41,487,S,,,,,,,,0,66,66,66,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,41,488,S,,,,,,,,0,67,67,67,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,41,489,S,,,,,,,,0,68,68,68,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,41,490,S,,,,,,,,0,69,69,69,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,41,491,S,,,,,,,,0,70,70,70,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,41,492,S,,,,,,,,0,71,71,71,,,,,,,,,,,,,3,0.450262784027,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,42,493,S,,,,,,,,0,72,72,72,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,42,494,S,,,,,,,,0,73,73,73,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,42,495,S,,,,,,,,0,74,74,74,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,42,496,S,,,,,,,,0,75,75,75,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,42,497,S,,,,,,,,0,76,76,76,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,42,498,S,,,,,,,,0,77,77,77,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,42,499,S,,,,,,,,0,78,78,78,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,42,500,S,,,,,,,,0,79,79,79,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,42,501,S,,,,,,,,0,80,80,80,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,42,502,S,,,,,,,,0,81,81,81,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,42,503,S,,,,,,,,0,82,82,82,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,42,504,S,,,,,,,,0,83,83,83,,,,,,,,,,,,,3,0.575225130655,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,84,84,84,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,85,85,85,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,86,86,86,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,87,87,87,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,88,88,88,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,89,89,89,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,90,90,90,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,91,91,91,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,92,92,92,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,93,93,93,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,94,94,94,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,0,blank.png,0,0,B,,,,,,,,0,95,95,95,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,43,505,S,,,,,,,,0,96,96,96,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,43,506,S,,,,,,,,0,97,97,97,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,43,507,S,,,,,,,,0,98,98,98,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,43,508,S,,,,,,,,0,99,99,99,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,43,509,S,,,,,,,,0,100,100,100,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,43,510,S,,,,,,,,0,101,101,101,,,,,,,,,,,,,3,0.425277197734,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,43,511,S,,,,,,,,0,102,102,102,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,43,512,S,,,,,,,,0,103,103,103,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,43,513,S,,,,,,,,0,104,104,104,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,43,514,S,,,,,,,,0,105,105,105,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,43,515,S,,,,,,,,0,106,106,106,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,43,516,S,,,,,,,,0,107,107,107,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,1,Alien7.bmp,44,517,S,,,,,,,,0,108,108,108,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,2,Alien8.bmp,44,518,S,,,,,,,,0,109,109,109,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
4,3,Alien9.bmp,44,519,S,,,,,,,,0,110,110,110,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,1,Alien10.bmp,44,520,S,,,,,,,,0,111,111,111,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,2,Alien11.bmp,44,521,S,,,,,,,,0,112,112,112,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
3,3,Alien12.bmp,44,522,S,,,,,,,,0,113,113,113,,,,,,,,,,,,,3,0.442042912822,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,1,Alien4.bmp,44,523,S,,,,,,,,0,114,114,114,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,2,Alien5.bmp,44,524,S,,,,,,,,0,115,115,115,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
1,3,Alien6.bmp,44,525,S,,,,,,,,0,116,116,116,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,1,Alien1.bmp,44,526,S,,,,,,,,0,117,117,117,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,2,Alien2.bmp,44,527,S,,,,,,,,0,118,118,118,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
2,3,Alien3.bmp,44,528,S,,,,,,,,0,119,119,119,,,,,,,,,,,,,None,,,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,D.png,1,457,R,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,A.png,1,458,R,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,F.png,1,459,R,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,G.png,1,460,R,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,3,0.550332273822,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,H.png,1,461,R,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,B.png,1,462,R,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,K.png,1,463,R,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,C.png,1,464,R,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,J.png,1,465,R,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,C.png,1,466,R,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,2,A.png,1,467,R,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,3,H.png,1,468,R,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
0,1,J.png,1,469,R,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,None,,,,,,,,6,12,f004,G,None,visual,2018_Jan_18_1504,
